Species,Country.of.Origin,Number.of.Bags,Bag.Weight,Year,Month,Day,Owner.1,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Brazil,200,59 kg,2016,1,20,Gabriel Barbara,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,3,m,973,973,973
Arabica,Colombia,226,70 kg,2016,1,21,ALMACAFE,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,83.92,0,1,3,5,m,0,0,0
Arabica,Colombia,165,70 kg,2016,1,21,Racafe & Cia S.C.A,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,1,m,0,0,0
Arabica,Burundi,300,60 kg,2016,1,22,SIMON MAHINDA,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,0,0,0,m,1700,1700,1700
Arabica,Colombia,304,35 kg,2016,1,25,CARCAFE LTDA CI,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,0,0,0,1,m,0,0,0
Arabica,Costa Rica,29,46 kg,2016,1,30,Troy Quimby,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,0,m,1900,1900,1900
Arabica,Costa Rica,36,46 kg,2016,1,30,Troy Quimby,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,85,0.12,1,1,1,m,1900,1900,1900
Arabica,Honduras,275,69 kg,2016,2,3,CADEXSA,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,0,0,0,m,1450,1450,1450
Arabica,Brazil,320,2 kg,2016,2,9,Pedro Santos e Silva,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33,0.11,0,3,11,m,982,982,982
Arabica,Mauritius,1,2 kg,2016,2,11,Case Noyale Ltd,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12,0,0,0,m,280,280,280
Arabica,Colombia,25,70 kg,2016,2,11,CARCAFE LTDA CI,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,0.11,0,0,4,m,442,442,442
Arabica,Colombia,250,70 kg,2016,2,11,CARCAFE LTDA CI,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,83.92,0.11,1,0,2,m,442,442,442
Arabica,Costa Rica,15,46 kg,2016,2,13,Troy Quimby,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,4,m,1900,1900,1900
Arabica,Colombia,135,70 kg,2016,2,15,Racafe & Cia S.C.A,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,85,0,0,0,3,m,0,0,0
Arabica,Colombia,275,70 kg,2016,2,15,Racafe & Cia S.C.A,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,83.75,0,1,0,4,m,0,0,0
Arabica,Colombia,275,70 kg,2016,2,16,Racafe & Cia S.C.A,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,0,2,4,m,0,0,0
Arabica,Nicaragua,275,69 kg,2016,2,17,"Exportadora Atlantic, S.A.",7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58,0.1,1,5,7,m,0,0,0
Arabica,Costa Rica,275,69 kg,2016,2,17,"CECA, S.A.",7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0,4,m,1850,1850,1850
Arabica,Colombia,275,70 kg,2016,2,20,Raúl Vargas,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,0,3,5,m,0,0,0
Arabica,Colombia,275,70 kg,2016,2,20,CARCAFE LTDA CI,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,0,1,4,m,1799,1799,1799
Arabica,Colombia,50,70 kg,2016,2,20,CARCAFE LTDA CI,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0,5,m,1799,1799,1799
Arabica,Colombia,275,70 kg,2016,2,20,Raúl Vargas,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,6,m,0,0,0
Arabica,Taiwan,167,30 kg,2016,2,23,CQI Taiwan ICP CQI台灣合作夥伴,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,83.83,0,0,0,0,m,1200,1200,1200
Arabica,Mexico,8,8 kg,2016,2,25,José Luis Rojas Yeo,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,82.67,0.11,0,2,3,m,1300,1300,1300
Arabica,Mexico,220,69 kg,2016,2,25,Angel Oscar Medina Rodriguez,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33,0.12,0,2,0,m,1130,1130,1130
Arabica,Nicaragua,275,69 kg,2016,2,26,"Exportadora Atlantic, S.A.",7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,0.11,0,1,0,m,0,0,0
Arabica,Eiopia,250,60 kg,2016,2,26,CQI Taiwan ICP CQI台灣合作夥伴,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92,0,1,0,20,m,2000,2000,2000
Arabica,Nicaragua,275,69 kg,2016,2,29,"BENCAFE, S. A.",7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,0,m,1000,1000,1000
Arabica,Nicaragua,275,69 kg,2016,3,8,"Exportadora Atlantic, S.A.",7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09,0,0,7,m,1200,1200,1200
Arabica,Brazil,94,60 kg,2016,3,11,BOURBON SPECIALTY COFFEES,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11,0,0,7,m,0,0,0
Arabica,Nicaragua,275,69 kg,2016,3,11,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,1,m,0,0,0
Arabica,Costa Rica,275,69 kg,2016,3,14,"CECA, S.A.",7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,83.67,0.11,0,0,1,m,1350,1350,1350
Arabica,Colombia,275,70 kg,2016,3,14,Racafe & Cia S.C.A,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,83.83,0,1,2,0,m,0,0,0
Arabica,Uganda,200,12000 kg,2016,3,14,ECOM Japan Limited,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,0,1,m,1750,1750,1750
Arabica,Nicaragua,275,69 kg,2016,3,15,"BENCAFE, S. A.",7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0,1,m,1000,1000,1000
Arabica,Guatemala,50,69 kg,2016,3,16,Juan Luis Alvarado Romero,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2,2,ft,1219.2,1219.2,1219.2
Arabica,Guatemala,250,69 kg,2016,3,16,Juan Luis Alvarado Romero,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2,5,ft,1219.2,1219.2,1219.2
Arabica,Guatemala,450,69 kg,2016,3,17,Juan Luis Alvarado Romero,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,0,ft,1371.6,1371.6,1371.6
Arabica,El Salvador,275,69 kg,2016,3,23,Consejo Salvadoreño del Café,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,0,0,0,12,m,1250,1250,1250
Arabica,Costa Rica,275,69 kg,2016,3,23,Max Gurdian,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,0,0,3,m,1300,1300,1300
Arabica,El Salvador,275,69 kg,2016,3,29,Consejo Salvadoreño del Café,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,0,0,0,0,m,1350,1350,1350
Arabica,El Salvador,275,69 kg,2016,3,29,Consejo Salvadoreño del Café,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,82.67,0,0,0,7,m,1200,1200,1200
Arabica,Honduras,275,69 kg,2016,4,4,Bismarck Castro,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,0,1,2,m,1500,1500,1500
Arabica,Honduras,275,69 kg,2016,4,6,Bismarck Castro,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,7,m,1600,1600,1600
Arabica,Honduras,275,69 kg,2016,4,6,Bismarck Castro,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,4,m,1400,1400,1400
Arabica,Colombia,250,70 kg,2016,4,7,CARCAFE LTDA CI,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0,0,m,1000,1000,1000
Arabica,El Salvador,275,69 kg,2016,4,8,Consejo Salvadoreño del Café,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83,0,0,0,4,m,1250,1250,1250
Arabica,Colombia,275,70 kg,2016,4,15,Racafe & Cia S.C.A,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.11,0,0,4,m,0,0,0
Arabica,Brazil,198,59 kg,2016,4,19,Gabriel Barbara,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,82.58,0.11,0,0,7,m,0,0,0
Arabica,El Salvador,275,69 kg,2016,4,25,Consejo Salvadoreño del Café,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0,0,m,1330,1330,1330
Arabica,Mexico,60,69 kg,2016,4,26,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,2,m,1600,1600,1600
Arabica,Guatemala,250,69 kg,2016,4,27,Juan Luis Alvarado Romero,8,7.92,7.75,8,7.92,7.83,10,10,10,7.83,85.25,0.1,0,2,2,m,0,0,0
Arabica,Guatemala,50,69 kg,2016,4,27,Juan Luis Alvarado Romero,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08,0.1,0,0,4,m,0,0,0
Arabica,"Tanzania, United Republic Of",320,60 kg,2016,4,27,Taylor Winch (Coffee) Ltd.,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0,1,m,1800,1800,1800
Arabica,Costa Rica,250,69 kg,2016,4,28,"CECA, S.A.",7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75,0.09,0,0,1,m,1850,1850,1850
Arabica,Honduras,275,69 kg,2016,5,2,CADEXSA,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,2,m,1450,1450,1450
Arabica,Honduras,275,69 kg,2016,5,2,CADEXSA,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,1,1,m,1450,1450,1450
Arabica,Colombia,275,70 kg,2016,5,5,Racafe & Cia S.C.A,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,2,m,0,0,0
Arabica,Colombia,600,29 kg,2016,5,10,CARCAFE LTDA CI,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,2,m,442,442,442
Arabica,Honduras,285,69 kg,2016,5,11,Bismarck Castro,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,83.67,0.1,0,0,2,m,1400,1400,1400
Arabica,Nicaragua,275,69 kg,2016,5,11,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,83.67,0.1,0,0,3,m,1250,1250,1250
Arabica,Honduras,275,66 kg,2016,5,11,Bismarck Castro,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,0.1,0,0,3,m,1500,1500,1500
Arabica,Guatemala,80,69 kg,2016,5,16,Juan Luis Alvarado Romero,7.92,8.08,7.92,8.08,8.08,7.83,10,10,10,8,85.92,0.1,0,1,3,m,0,0,0
Arabica,Taiwan,10,20 kg,2016,5,18,"Lin, Che-Hao Krude 林哲豪",7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,84.08,0.1,0,0,4,m,968,968,968
Arabica,Taiwan,10,20 kg,2016,5,18,"Lin, Che-Hao Krude 林哲豪",7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84.83,0,0,0,0,m,350,350,350
Arabica,Honduras,275,69 kg,2016,5,18,Bismarck Castro,8.17,8.08,8.08,8,8.08,8,10,10,10,8.25,86.67,0.1,0,0,3,m,1400,1400,1400
Arabica,Nicaragua,1,1 kg,2016,5,22,"Exportadora Atlantic, S.A.",7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,0.1,0,2,4,m,1100,1100,1100
Arabica,Guatemala,250,69 kg,2016,5,23,Juan Luis Alvarado Romero,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,0,8,6,m,1320,1320,1320
Arabica,Guatemala,250,1500 kg,2016,5,23,Juan Luis Alvarado Romero,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,2,2,3,m,1500,1500,1500
Arabica,Guatemala,230,69 kg,2016,5,23,Juan Luis Alvarado Romero,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,0,4,4,m,1500,1500,1500
Arabica,Guatemala,100,69 kg,2016,5,23,Juan Luis Alvarado Romero,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83,0.11,0,7,6,m,1500,1500,1500
Arabica,Guatemala,130,69 kg,2016,6,1,Juan Luis Alvarado Romero,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,0.1,0,0,2,m,3280,3280,3280
Arabica,Guatemala,50,69 kg,2016,6,1,Juan Luis Alvarado Romero,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,0,m,1700,1700,1700
Arabica,Guatemala,377,69 kg,2016,6,1,Juan Luis Alvarado Romero,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,0.1,0,1,10,m,1565,1565,1565
Arabica,Taiwan,8,10 kg,2016,6,1,"Lin, Che-Hao Krude 林哲豪",7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75,0,0,0,0,m,650,650,650
Arabica,Taiwan,8,10 kg,2016,6,6,"Lin, Che-Hao Krude 林哲豪",7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0,3,0,4,m,650,650,650
Arabica,Nicaragua,550,69 kg,2016,6,6,"Exportadora Atlantic, S.A.",7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08,0.13,1,0,5,m,1100,1100,1100
Arabica,Cote d?Ivoire,2,1 kg,2016,6,6,Rre Kunene,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13,1,0,2,m,200,200,200
Arabica,Taiwan,10,10 kg,2016,6,6,"Lin, Che-Hao Krude 林哲豪",7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,83.75,0,0,0,0,m,750,750,750
Arabica,Honduras,275,69 kg,2016,6,9,Bismarck Castro,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2,3,m,1500,1500,1500
Arabica,Colombia,130,70 kg,2016,6,15,Racafe & Cia S.C.A,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,0,m,0,0,0
Arabica,"Tanzania, United Republic Of",320,60 kg,2016,6,20,Taylor Winch (T) Ltd,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,0.12,0,0,3,m,168,168,168
Arabica,Brazil,500,60 kg,2016,6,21,Gregorio Sebba,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,0.11,5,0,8,m,695,695,695
Arabica,Guatemala,25,69 kg,2016,6,22,Juan Luis Alvarado Romero,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4,1,m,190164,190164,190164
Arabica,Laos,20,50 kg,2016,6,22,CQI Taiwan ICP CQI台灣合作夥伴,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,0,0,0,m,1300,1300,1300
Arabica,Guatemala,25,69 kg,2016,6,22,Juan Luis Alvarado Romero,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2,1,ft,1219.2,1219.2,1219.2
Arabica,Guatemala,275,69 kg,2016,6,23,Juan Luis Alvarado Romero,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,0,0,6,ft,1116.7872,1116.7872,1116.7872
Arabica,El Salvador,150,69 kg,2016,6,26,Consejo Salvadoreño del Café,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,0,0,2,m,1350,1350,1350
Arabica,Taiwan,10,20 kg,2016,6,28,"Lin, Che-Hao Krude 林哲豪",7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92,0.09,31,0,0,m,350,350,350
Arabica,Guatemala,275,69 kg,2016,7,5,Juan Luis Alvarado Romero,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.58,0.11,0,1,0,ft,1128.3696,1128.3696,1128.3696
Arabica,Eiopia,300,60 kg,2016,7,14,KERCHANSHE,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,0.11,0,0,1,m,0,0,0
Arabica,Taiwan,20,50 kg,2016,7,15,"Lin, Che-Hao Krude 林哲豪",7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,0,m,800,800,800
Arabica,Indonesia,2,1 kg,2016,7,18,SanJava Coffee,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,0,0,1,m,1300,1300,1300
Arabica,Colombia,43,70 kg,2016,7,22,Racafe & Cia S.C.A,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,4,m,1600,1600,1600
Arabica,Uganda,200,60 kg,2016,7,24,Kyagalanyi Coffee Ltd,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,85,0.11,0,0,1,m,1800,1800,1800
Arabica,Guatemala,120,69 kg,2016,8,2,Juan Luis Alvarado Romero,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,0,0,8,m,3280,3280,3280
Arabica,Colombia,43,70 kg,2016,8,5,Racafe & Cia S.C.A,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,1,m,1600,1600,1600
Arabica,Colombia,275,70 kg,2016,8,5,CARCAFE LTDA CI,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,0.11,0,0,2,m,2560,2560,2560
Arabica,Eiopia,320,19200 kg,2016,8,9,SEID DAMTEW COFFEE PLANATAION,7.75,8,7.58,8,8,7.92,10,10,10,7.83,85.08,0.11,0,1,8,m,0,0,0
Arabica,Taiwan,10,5 kg,2016,8,10,"Lin, Che-Hao Krude 林哲豪",7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25,0.12,0,0,0,m,1000,1000,1000
Arabica,Guatemala,275,0 kg,2016,8,12,Juan Luis Alvarado Romero,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2,7,m,2100,2100,2100
Arabica,Taiwan,160,1 kg,2016,8,12,CQI Taiwan ICP CQI台灣合作夥伴,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0,0,0,1,m,0,0,0
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,0.11,0,3,5,m,894,894,894
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,0,2,3,m,872,872,872
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,82.67,0.11,0,2,3,m,934,934,934
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11,0,2,3,m,934,934,934
Arabica,Brazil,230,60 kg,2016,8,16,Ipanema Coffees,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2,3,m,944,944,944
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,5,m,934,934,934
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,3,m,894,894,894
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92,0.11,0,2,7,m,934,934,934
Arabica,Brazil,320,60 kg,2016,8,16,Ipanema Coffees,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,83.67,0.11,0,2,3,m,934,934,934
Arabica,Colombia,250,70 kg,2016,8,19,Racafe & Cia S.C.A,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,0,0,0,2,m,0,0,0
Arabica,Costa Rica,150,69 kg,2016,8,19,Wayner Jimenez,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,0.09,0,0,2,m,1700,1700,1700
Arabica,Taiwan,6,5 kg,2016,8,22,"Lin, Che-Hao Krude 林哲豪",7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,82.58,0.11,0,5,0,m,1050,1050,1050
Arabica,Guatemala,275,69 kg,2016,8,31,Juan Luis Alvarado Romero,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,2,m,1450,1450,1450
Arabica,Brazil,300,59 kg,2016,9,9,BOURBON SPECIALTY COFFEES,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2,3,m,0,0,0
Arabica,Brazil,305,59 kg,2016,10,13,Gabriel Barbara,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11,0,4,14,m,0,0,0
Arabica,Brazil,305,59 kg,2016,10,26,Gabriel Barbara,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0,4,m,1020,1020,1020
Arabica,Japan,20,1 kg,2016,11,2,松澤宏樹 Koju Matsuzawa,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,0.12,0,0,0,m,170,170,170
Arabica,Colombia,230,70 kg,2016,11,8,Racafe & Cia S.C.A,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0,0,m,0,0,0
Arabica,Colombia,275,70 kg,2016,11,8,Exportadora de Cafe Condor S.A,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,0,m,1650,1650,1650
Arabica,Indonesia,2,1 kg,2016,11,24,SanJava Coffee,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,0,0,7,m,1200,1200,1200
Arabica,Colombia,243,70 kg,2016,11,25,Racafe & Cia S.C.A,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84.92,0,1,6,2,m,0,0,0
Arabica,Brazil,300,60 kg,2016,12,28,BOURBON SPECIALTY COFFEES,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5,0.11,0,1,0,m,0,0,0
Arabica,Brazil,300,60 kg,2016,12,28,BOURBON SPECIALTY COFFEES,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,82.58,0,1,9,2,m,0,0,0
Arabica,Colombia,125,70 kg,2016,12,28,Racafe & Cia S.C.A,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,1,5,m,0,0,0
Arabica,Costa Rica,275,150 lbs,2017,1,11,Amanda Powers,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84,0.08,1,2,13,m,0,0,0
Arabica,Guatemala,275,69 kg,2017,1,20,Juan Luis Alvarado Romero,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,3,m,0,0,0
Arabica,Taiwan,1,10 kg,2017,2,13,CQI Taiwan ICP CQI台灣合作夥伴,7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,0,0,0,m,0,0,0
Arabica,Taiwan,1,10 kg,2017,2,13,CQI Taiwan ICP CQI台灣合作夥伴,7.25,7.25,7,7.08,7,7,10,10,10,10,82.58,0.11,0,0,0,m,200,200,200
Arabica,Taiwan,1,10 kg,2017,2,13,CQI Taiwan ICP CQI台灣合作夥伴,7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,0,0,0,m,0,0,0
Arabica,Mexico,50,50 kg,2017,3,7,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,0,0,0,m,1600,1600,1600
Arabica,Indonesia,200,30 kg,2017,3,14,Aulia Arif Syahri,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,0,0,3,m,1400,1400,1400
Arabica,Honduras,275,69 kg,2017,4,6,Bismarck Castro,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1,0,1,8,m,1396,1396,1396
Arabica,Honduras,275,69 kg,2017,4,6,Bismarck Castro,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75,0.09,0,1,6,m,1400,1400,1400
Arabica,Vietnam,1,2 kg,2017,5,8,"Sunvirtue Co., Ltd.",7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,0.07,0,0,0,m,1550,1550,1550
Arabica,El Salvador,275,69 kg,2017,5,8,Consejo Salvadoreño del Café,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75,0,0,0,4,m,1250,1250,1250
Arabica,Vietnam,1,2 kg,2017,5,9,"Sunvirtue Co., Ltd.",7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,0,2,m,1550,1550,1550
Arabica,Honduras,275,66 kg,2017,5,11,Bismarck Castro,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,0.1,0,0,5,m,1500,1500,1500
Arabica,Mexico,240,69 kg,2017,5,12,Grupo Santab S.A de C.V.,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0,11,m,1100,1100,1100
Arabica,Mexico,200,69 kg,2017,5,12,CAFES TOMARI SA DE CV,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5,17,m,1100,1100,1100
